,ID ANUNCIIO,ID SCRAPE,CANTIDAD ANUNCIOS,CANTIDAD TOTAL ANUNCIOS,LATITUD,LONGITUD,CAPACIDAD,BAÑOS,DORMITORIOS,CAMAS,NOCHES MINIMAS,NOCHES MAXIMAS,MINIMO NOCHES MINIMAS,MAXIMO NOCHES MINIMAS,MINIMO NOCHES MAXIMAS,MAXIMO NOCHES MAXIMAS,PROMEDIO NOCHES MINIMAS,PROMEDIO NOCHES MAXIMAS,DISPONIBILIDAD 30D,DISPONIBILIDAD 60D,DISPONIBILIDAD 90D,DISPONIBILIDAD 365D,CANTIDAD REVIEWS,REVIEWS ULTIMOS 12M,REVIEWS ULTIMOS 30D,PUNTAJE RATING,PUNTAJE PRECISION,PUNTAJE LIMPIEZA,PUNTAJE CHECKIN,PUNTAJE COMUNICACION,PUNTAJE UBICACION,PUNTAJE VALOR,ANUNCIOS ANFITRION,ANUNCIOS HOGAR COMPLETO,ANUNCIOS HABITACION PRIVADA,ANUNCIOS HABITACION COMPARTIDA,REVIEWS POR MES,FUENTE INFO,NOMBRE ANFITRION,FECHA INICIO ANFITRION,TIEMPO DE RESPUESTA,TASA DE RESPUESTA,TASA DE ACEPTACION,SUPERANFITRION,TIPO DE PROPIEDAD,TIPO DE CUARTO,AMENIDADES,PRECIO,TIENE DISPONIBILIDAD,RESERVA INSTANTANEA
604,30552736,20241229042300,2,2,46.21033,6.14184,4,1.0,1.0,3.0,2,1125,2,2,1125,1125,2.0,1125.0,28,58,88,91,171,12,1,4.66,4.75,4.64,4.78,4.81,4.79,4.51,2,2,0,0,2.39,city scrape,Jenny,2018-12-05,within an hour,100%,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Stove"", ""Washer"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Elevator"", ""Hangers"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Oven"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Single level home"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Self check-in""]",$116.00,t,t
605,30580109,20241229042300,51,59,46.28825,6.23114,6,2.5,3.0,5.0,3,1125,3,3,1125,1125,3.0,1125.0,26,56,86,176,65,5,0,4.94,4.88,4.71,4.86,4.85,4.95,4.8,32,30,2,0,0.89,city scrape,Philippe,2015-10-09,within a few hours,95%,84%,f,Entire home,Entire home/apt,"[""Hair dryer"", ""Beach view"", ""Long term stays allowed"", ""Waterfront"", ""Hot water kettle"", ""Lake access"", ""Barbecue utensils"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Outdoor furniture"", ""Mosquito net"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""High chair"", ""Lockbox"", ""Private backyard \u2013 Not fully fenced"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Oven"", ""Toaster"", ""BBQ grill: gas"", ""Outdoor dining area"", ""Fire extinguisher"", ""Refrigerator"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Heating"", ""Cleaning available during stay"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""Self check-in"", ""Outdoor shower""]",$300.00,t,f
606,30687441,20241229042300,1,1,46.20857,6.13502,3,1.2,1.0,1.6,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,7,0,0,5.0,5.0,4.57,5.0,5.0,5.0,4.86,1,1,0,0,0.1,previous scrape,Solen,2014-06-06,,,,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Bathtub"", ""Stove"", ""Washer"", ""Outdoor furniture"", ""BBQ grill"", ""Smoking allowed"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Coffee maker"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Microwave"", ""Cooking basics"", ""Shampoo""]",,t,f
607,30727721,20241229042300,1,1,46.21087,6.13089,2,1.2,1.0,1.6,3,1125,3,3,1125,1125,3.0,1125.0,0,0,8,8,92,19,1,4.87,4.86,4.72,4.97,5.0,4.79,4.77,1,1,0,0,1.26,previous scrape,Dimitrios,2016-01-08,within an hour,100%,67%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Lake access"", ""Bathtub"", ""Stove"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Shower gel"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Clothing storage: closet"", ""Oven"", ""Body soap"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",,t,f
608,30734477,20241229042300,1,1,46.21318,6.13174,3,1.2,1.0,1.6,14,365,14,14,365,365,14.0,365.0,0,0,0,0,3,3,1,5.0,5.0,5.0,5.0,5.0,4.67,4.67,1,1,0,0,0.27,previous scrape,Julie,2013-08-19,within a day,100%,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Laundromat nearby"", ""Washer"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Wine glasses"", ""First aid kit"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Dining table"", ""Coffee"", ""Ethernet connection"", ""Rice maker"", ""Bed linens"", ""Hangers"", ""Coffee maker"", ""Drying rack for clothing"", ""Oven"", ""Toaster"", ""Body soap"", ""Paid street parking off premises"", ""UE boom - urbanears  sound system with Bluetooth and aux"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Cleaning available during stay"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",,t,f
609,30831975,20241229042300,1,4,46.20207,6.15648,5,2.0,2.0,2.0,2,730,2,2,730,730,2.0,730.0,5,12,21,22,15,12,1,5.0,5.0,4.93,4.93,5.0,5.0,4.93,1,1,0,0,0.69,city scrape,David,2012-06-06,within an hour,100%,89%,t,Entire rental unit,Entire home/apt,"[""Bathtub"", ""Washer"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Dining table"", ""Coffee"", ""Exercise equipment: free weights, workout bench"", ""Hangers"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Clothing storage"", ""Electric stove"", ""Body soap"", ""Refrigerator"", ""Board games"", ""Heating"", ""Single oven"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Self check-in""]",$220.00,t,f
610,30924384,20241229042300,29,29,46.21363,6.13141,4,1.0,2.0,2.0,360,1125,360,360,1125,1125,360.0,1125.0,30,60,90,365,3,0,0,5.0,4.67,4.67,4.67,4.33,4.67,4.33,28,28,0,0,0.04,city scrape,David,2013-12-03,within a few hours,100%,26%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Portable fans"", ""High chair"", ""Bed linens"", ""Hangers"", ""Iron"", ""Oven"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Crib"", ""Heating"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""TV"", ""Wifi""]",$155.00,t,f
611,30949949,20241229042300,177,447,46.2045,6.16164,4,1.0,2.0,2.0,30,365,30,30,365,365,30.0,365.0,22,22,22,119,38,0,0,4.53,4.74,4.58,4.87,4.55,4.87,4.34,101,92,7,0,0.53,city scrape,Marc,2012-09-10,within an hour,98%,91%,f,Entire rental unit,Entire home/apt,"[""Stove"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""TV"", ""Wifi""]",$150.00,t,f
612,30952353,20241229042300,5,20,46.21349,6.14894,4,1.0,0.0,2.0,5,1125,5,5,1125,1125,5.0,1125.0,8,11,41,316,14,0,0,4.86,4.86,4.93,5.0,5.0,4.93,4.71,4,3,1,0,0.19,city scrape,Michèle,2018-12-17,within a day,60%,31%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Pets allowed"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Oven"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi""]",$93.00,t,f
613,31085816,20241229042300,1,1,46.18976,6.14363,4,1.2,1.2,1.6,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,16,10,0,4.75,4.88,4.88,5.0,4.81,4.63,4.56,1,1,0,0,0.23,previous scrape,Amin,2017-09-17,,,93%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Stove"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Bed linens"", ""Hangers"", ""Coffee maker"", ""Oven"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi""]",,t,f
614,31099175,20241229042300,2,2,46.18342,6.14305,2,1.2,1.0,1.6,20,1125,20,20,1125,1125,20.0,1125.0,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.03,previous scrape,Joëlle,2017-07-30,,,,f,Entire rental unit,Entire home/apt,"[""Essentials"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Breakfast"", ""Private entrance"", ""Shampoo"", ""Kitchen"", ""Hangers""]",,t,f
615,31114088,20241229042300,1,2,46.18443,6.1449,2,1.0,1.0,3.0,1,15,1,1,15,15,1.0,15.0,30,60,90,90,1,0,0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,1,0,1,0,0.01,city scrape,Edyer,2015-03-03,,,0%,f,Private room in rental unit,Private room,"[""Heating"", ""Washer"", ""TV"", ""Hot water"", ""Carbon monoxide alarm"", ""Wifi"", ""Smoking allowed"", ""Kitchen"", ""Hangers""]",$220.00,t,f
616,31166209,20241229042300,51,59,46.22053,6.15035,4,1.2,1.0,1.6,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,22,0,0,4.68,4.91,4.5,4.95,4.82,4.91,4.59,32,30,2,0,0.3,previous scrape,Philippe,2015-10-09,within a few hours,95%,84%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Lake access"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Bread maker"", ""Shampoo"", ""Wifi"", ""Self check-in""]",,t,f
617,31308500,20241229042300,1,1,46.22293,6.12683,2,1.0,1.0,2.0,2,730,2,2,730,730,2.0,730.0,12,39,69,115,198,40,2,4.87,4.89,4.79,4.93,4.7,4.78,4.77,1,1,0,0,2.76,city scrape,Sarah,2012-10-05,within an hour,100%,100%,t,Entire rental unit,Entire home/apt,"[""Paid parking garage off premises"", ""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Laundromat nearby"", ""Wine glasses"", ""Carbon monoxide alarm"", ""First aid kit"", ""Central heating"", ""Dishes and silverware"", ""Free washer \u2013 In building"", ""Crib - available upon request"", ""Babysitter recommendations"", ""Ping pong table"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Shower gel"", ""42 inch HDTV with Apple TV, Netflix, standard cable"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Free dryer \u2013 In building"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Park view"", ""Smoke alarm"", ""Oven"", ""Toaster"", ""SONOS Bluetooth sound system"", ""Outdoor playground"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Board games"", ""Safe"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Blender""]",$110.00,t,f
618,31374489,20241229042300,29,29,46.19022,6.14365,3,1.0,1.0,2.0,50,1125,50,50,1125,1125,50.0,1125.0,30,60,90,365,14,0,0,4.21,4.57,4.14,4.36,4.21,4.57,4.29,28,28,0,0,0.2,city scrape,David,2013-12-03,within a few hours,100%,26%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Pets allowed"", ""High chair"", ""Hangers"", ""Iron"", ""Oven"", ""Paid street parking off premises"", ""Refrigerator"", ""Microwave"", ""Coffee maker: pour-over coffee"", ""Crib"", ""Heating"", ""Extra pillows and blankets"", ""Hot water"", ""TV"", ""Wifi""]",$99.00,t,f
619,31393487,20241229042300,5,5,46.18849,6.15536,1,1.0,0.0,1.0,5,90,5,5,90,90,5.0,90.0,29,59,89,179,2,0,0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,5,5,0,0,0.03,city scrape,Ulisse,2018-10-21,,,50%,f,Entire condo,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Washer"", ""Breakfast"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Exterior security cameras on property"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Heating"", ""Dryer"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi""]",$115.00,t,f
620,31404215,20241229042300,1,1,46.20693,6.1297,1,1.2,1.0,1.6,5,1125,5,5,1125,1125,5.0,1125.0,0,0,0,0,12,0,0,4.92,4.92,4.92,4.83,4.83,4.83,4.67,1,1,0,0,0.17,previous scrape,José-Angel,2015-06-21,,,,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Washer"", ""Breakfast"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Dryer"", ""Cooking basics"", ""TV"", ""Shampoo"", ""Wifi""]",,t,f
621,31550636,20241229042300,2,2,46.19539,6.13806,2,1.0,1.0,1.0,1,730,1,1,730,730,1.0,730.0,14,27,49,132,73,13,0,4.88,4.85,4.86,4.85,4.84,4.96,4.82,2,0,2,0,1.02,city scrape,Amy,2014-11-16,a few days or more,24%,38%,f,Private room in rental unit,Private room,"[""Refrigerator"", ""Essentials"", ""Hair dryer"", ""Iron"", ""Coffee maker"", ""Free street parking"", ""Elevator"", ""Wifi"", ""Heating"", ""Host greets you"", ""Washer"", ""TV"", ""Breakfast"", ""Dedicated workspace"", ""First aid kit"", ""Dishes and silverware"", ""Hangers"", ""Lock on bedroom door""]",$54.00,t,f
622,31551129,20241229042300,51,59,46.18555,6.13936,3,1.2,1.0,1.6,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,3,0,0,4.0,3.67,3.67,3.67,4.0,3.67,3.67,32,30,2,0,0.04,previous scrape,Philippe,2015-10-09,within a few hours,95%,84%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Stove"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Oven"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Self check-in""]",,t,f
623,31562943,20241229042300,2,2,46.19527,6.14022,2,1.0,1.0,1.0,2,1125,2,2,1125,1125,2.0,1125.0,18,25,25,25,21,12,0,4.86,4.9,4.76,4.76,4.9,5.0,4.95,2,0,2,0,0.69,city scrape,Amy,2014-11-16,a few days or more,24%,38%,f,Private room in rental unit,Private room,"[""Essentials"", ""Hair dryer"", ""Iron"", ""Elevator"", ""Wifi"", ""Heating"", ""Host greets you"", ""Washer"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Hangers"", ""Lock on bedroom door""]",$52.00,t,f
624,31619098,20241229042300,7,8,46.20287,6.15853,4,1.0,2.0,2.0,1,1125,1,1,1125,1125,1.0,1125.0,22,51,80,284,240,22,3,4.45,4.63,4.36,4.8,4.85,4.84,4.35,4,4,0,0,3.32,city scrape,Karim,2015-01-29,within an hour,100%,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Lake access"", ""Bathtub"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Carbon monoxide alarm"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Dedicated workspace"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""High chair"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Smoke alarm"", ""Oven"", ""Body soap"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Refrigerator"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Microwave"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Heating"", ""Children\u2019s books and toys"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Self check-in"", ""Room-darkening shades""]",$219.00,t,f
625,31815562,20241229042300,1,1,46.19269,6.14479,3,1.0,1.0,3.0,5,17,5,5,17,17,5.0,17.0,23,53,83,358,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.03,city scrape,Nora,2019-01-23,a few days or more,0%,0%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Outlet covers"", ""Lake access"", ""Bathtub"", ""Freezer"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Wine glasses"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Paid parking garage on premises"", ""Baking sheet"", ""Elevator"", ""Pets allowed"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Portable fans"", ""High chair"", ""Bed linens"", ""Iron"", ""Coffee maker"", ""Mountain view"", ""Drying rack for clothing"", ""Paid parking off premises"", ""Children\u2019s dinnerware"", ""Oven"", ""Body soap"", ""Refrigerator"", ""Dishwasher"", ""Crib"", ""Cleaning products"", ""Children\u2019s books and toys"", ""Single level home"", ""Gym nearby"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""HDTV with Netflix, premium cable, Amazon Prime Video"", ""Room-darkening shades""]",$100.00,t,f
626,31912664,20241229042300,2,11,46.24044,6.08876,3,1.0,2.0,3.0,3,11,3,3,11,11,3.0,11.0,30,60,90,365,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,city scrape,Pierre,2012-10-30,,,100%,f,Entire rental unit,Entire home/apt,"[""Iron"", ""Heating"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""TV"", ""Private entrance"", ""Shampoo"", ""Wifi"", ""Kitchen"", ""Free parking on premises""]",$151.00,t,t
627,31946608,20241229042300,1,1,46.20444,6.13679,4,1.0,2.0,2.0,3,5,2,3,5,5,2.3,5.0,0,3,16,74,33,4,0,4.91,4.97,4.91,4.91,4.94,4.97,4.79,1,1,0,0,0.46,city scrape,Jean-Marie,2016-03-03,within an hour,100%,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Bathtub"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Host greets you"", ""Free parking on premises"", ""Refrigerator"", ""Heating"", ""Hot water"", ""Shampoo"", ""Wifi""]",$280.00,t,t
628,31974009,20241229042300,1,3,46.212,6.13181,4,1.2,1.0,1.6,10,30,10,10,30,30,10.0,30.0,0,0,0,0,3,0,0,4.67,5.0,4.67,5.0,5.0,5.0,4.33,1,1,0,0,0.05,previous scrape,Sébastien,2014-08-31,,,,f,Entire rental unit,Entire home/apt,"[""Essentials"", ""Elevator"", ""Heating"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Private entrance"", ""Dishes and silverware"", ""Hangers""]",,t,f
629,32053400,20241229042300,1,2,46.20462,6.13725,4,1.2,2.0,1.6,2,10,2,2,10,10,2.0,10.0,0,0,0,0,0,0,0,4.7,4.8,4.7,4.8,4.8,4.8,4.6,1,1,0,0,1.0,previous scrape,Po,2012-05-09,,,,f,Entire condo,Entire home/apt,"[""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Laundromat nearby"", ""Piano"", ""Wine glasses"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Dining table"", ""Paid parking lot off premises"", ""Coffee"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""High chair"", ""Lockbox"", ""Clothing storage: dresser"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Record player"", ""City skyline view"", ""Children\u2019s dinnerware"", ""Marshall Bluetooth sound system"", ""Oven"", ""Electric stove"", ""Toaster"", ""Paid dryer \u2013 In building"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Board games"", ""Free street parking"", ""Safe"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Pocket wifi"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Hot water"", ""Cleaning available during stay"", ""Wifi"", ""Self check-in"", ""Blender"", ""Room-darkening shades""]",,t,f
630,32165884,20241229042300,1,1,46.18868,6.13637,2,1.2,1.0,1.6,2,1125,2,2,1125,1125,2.0,1125.0,0,0,0,0,5,0,0,5.0,5.0,4.6,5.0,5.0,5.0,4.8,1,1,0,0,0.08,previous scrape,Joëlle,2013-10-06,,,,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Stove"", ""Laundromat nearby"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Elevator"", ""Dining table"", ""Portable fans"", ""Hangers"", ""Iron"", ""Clothing storage"", ""Oven"", ""Paid street parking off premises"", ""Host greets you"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Coffee maker: pour-over coffee"", ""Heating"", ""Cleaning products"", ""Cooking basics"", ""Hot water"", ""Room-darkening shades""]",,t,f
631,32172340,20241229042300,1,1,46.19602,6.14308,1,1.0,1.0,1.0,2,1125,2,2,1125,1125,2.0,1125.0,30,60,90,180,5,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,0.07,city scrape,Beatriz,2015-06-27,,,0%,f,Private room in rental unit,Private room,"[""Hair dryer"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Shower gel"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Oven"", ""Private living room"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",$157.00,t,f
632,32273285,20241229042300,4,5,46.17305,6.12557,2,2.0,3.0,1.0,5,120,5,5,1125,1125,5.0,1125.0,0,0,0,48,3,0,0,4.67,4.67,4.67,4.33,4.33,4.33,4.33,2,2,0,0,0.04,city scrape,Noe,2014-10-10,within an hour,100%,100%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Washer"", ""Private entrance"", ""First aid kit"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""Hangers"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Fire extinguisher"", ""Refrigerator"", ""Crib"", ""Heating"", ""Cooking basics"", ""TV"", ""Shampoo"", ""Wifi"", ""Self check-in""]",$108.00,t,t
633,32273443,20241229042300,1,2,46.1910621807286,6.13439405074017,4,1.2,2.0,1.6,5,90,5,5,90,90,5.0,90.0,0,0,0,0,21,4,0,4.9,4.95,4.9,5.0,4.95,4.76,4.95,1,1,0,0,0.3,previous scrape,Keti,2012-09-05,,,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Stove"", ""Washer"", ""Wine glasses"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Elevator"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Clothing storage"", ""Oven"", ""Toaster"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""TV"", ""Wifi"", ""Room-darkening shades""]",,t,f
634,32281082,20241229042300,1,1,46.22527,6.12422,3,1.0,1.0,1.0,4,90,4,4,90,90,4.0,90.0,9,39,69,151,24,11,0,4.96,4.92,4.96,4.83,4.96,4.88,4.79,1,1,0,0,0.35,city scrape,Gabriela,2019-02-10,within an hour,100%,94%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Smoke alarm"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Extra pillows and blankets"", ""Dryer"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi""]",$140.00,t,f
